Tu es libre cet après-midi ?	Are you free this afternoon?	questions
Vous êtes disponible demain ?	Are you available tomorrow?	questions
On peut reporter ?	Can we reschedule?	questions
On peut déplacer le rendez-vous ?	Can we move the appointment?	questions
Est-ce qu'on peut remettre ça à demain ?	Can we put it off until tomorrow?	questions
On s'appelle ?	Shall we talk on the phone?	questions
On fait des projets ?	Shall we make plans?	questions
On se fait un truc ce week-end ?	Shall we do something this weekend?	questions
On se voit quand ?	When are we meeting up?	questions
On peut se voir cette semaine ?	Can we meet up this week?	questions
Tu as reçu mon mail ?	Did you get my email?	questions
Tu peux me rappeler ?	Can you call me back?	questions
Tu peux me donner un coup de main ?	Can you give me a hand?	questions
Comment s'est passée ta journée ?	How was your day?	questions
Ça a été au travail ?	Did work go okay?	questions
On déjeune ensemble ?	Shall we have lunch together?	questions
Tu peux passer me prendre demain ?	Can you pick me up tomorrow?	questions
Je viens de Lyon.	I'm from Lyon.	quotidien
Je suis français.	I'm French.	quotidien
Je suis française.	I'm French.	quotidien
Je suis originaire du sud de la France.	I'm originally from the south of France.	quotidien
J'habite à Paris depuis cinq ans.	I've lived in Paris for five years.	quotidien
Je vis dans la banlieue de Marseille.	I live in the suburbs of Marseille.	quotidien
Je travaille dans l'informatique.	I work in IT.	quotidien
Je suis professeur de mathématiques.	I'm a math teacher.	quotidien
Je suis ingénieur.	I'm an engineer.	quotidien
Je suis infirmière.	I'm a nurse.	quotidien
Je suis à la recherche d'un emploi.	I'm looking for a job.	quotidien
Je suis étudiant en droit.	I'm a law student.	quotidien
J'étudie la médecine à l'université.	I study medicine at university.	quotidien
Je suis en deuxième année.	I'm in my second year.	quotidien
J'ai trente-deux ans.	I'm thirty-two years old.	quotidien
Je suis marié et j'ai deux enfants.	I'm married and I have two kids.	quotidien
Je suis célibataire.	I'm single.	quotidien
J'ai un grand frère et une petite sœur.	I have an older brother and a younger sister.	quotidien
Je vis avec ma famille.	I live with my family.	quotidien
Ma famille habite à la campagne.	My family lives in the countryside.	quotidien
Je parle français, anglais et un peu d'espagnol.	I speak French, English and a little Spanish.	quotidien
Ma langue maternelle est le français.	My native language is French.	quotidien
J'apprends le français depuis deux ans.	I've been learning French for two years.	quotidien
Je ne parle pas très bien anglais.	I don't speak English very well.	quotidien
Je suis ici pour le travail.	I'm here for work.	quotidien
Je suis en vacances.	I'm on vacation.	quotidien
Je suis venu rendre visite à un ami.	I came to visit a friend.	quotidien
On travaille ensemble.	We work together.	quotidien
C'est un ami d'enfance.	He's a childhood friend.	quotidien
On se connaît depuis le lycée.	We've known each other since high school.	quotidien
Je suis nouveau dans le quartier.	I'm new to the neighborhood.	quotidien
Je viens d'emménager ici.	I just moved here.	quotidien
Je suis né à Bordeaux.	I was born in Bordeaux.	quotidien
J'ai grandi à l'étranger.	I grew up abroad.	quotidien
Je partage un appartement avec un colocataire.	I share an apartment with a roommate.	quotidien
Pardon, je cherche la station de métro.	Sorry, I'm looking for the metro station.	quotidien
Je voudrais aller à l'aéroport.	I'd like to go to the airport.	quotidien
Je cherche cette adresse.	I'm looking for this address.	quotidien
C'est à cinq minutes à pied.	It's a five-minute walk.	quotidien
C'est tout près, vous pouvez y aller à pied.	It's very close, you can walk there.	quotidien
C'est trop loin pour y aller à pied.	It's too far to walk.	quotidien
Tournez à droite.	Turn right.	quotidien
Tournez à gauche.	Turn left.	quotidien
Continuez tout droit.	Keep going straight ahead.	quotidien
Allez tout droit jusqu'au feu.	Go straight to the traffic light.	quotidien
Prenez la première rue à droite.	Take the first street on the right.	quotidien
Prenez la deuxième à gauche.	Take the second on the left.	quotidien
C'est juste au coin de la rue.	It's right around the corner.	quotidien
C'est en face de la pharmacie.	It's across from the pharmacy.	quotidien
C'est à côté de la banque.	It's next to the bank.	quotidien
C'est derrière l'église.	It's behind the church.	quotidien
C'est au bout de la rue.	It's at the end of the street.	quotidien
Traversez la place.	Cross the square.	quotidien
Traversez au passage piéton.	Cross at the crosswalk.	quotidien
Vous verrez l'entrée sur votre gauche.	You'll see the entrance on your left.	quotidien
Suivez les panneaux.	Follow the signs.	quotidien
Vous descendez à la prochaine station.	You get off at the next stop.	quotidien
Je voudrais un billet pour Marseille.	I'd like a ticket to Marseille.	quotidien
Un aller simple, s'il vous plaît.	A one-way ticket, please.	quotidien
Un aller-retour pour Bordeaux, s'il vous plaît.	A round-trip ticket to Bordeaux, please.	quotidien
Deux tickets de métro, s'il vous plaît.	Two metro tickets, please.	quotidien
Je voudrais aller à cette adresse, s'il vous plaît.	I'd like to go to this address, please.	quotidien
À l'aéroport, s'il vous plaît.	To the airport, please.	quotidien
Arrêtez-vous ici, s'il vous plaît.	Stop here, please.	quotidien
Le prochain bus arrive dans dix minutes.	The next bus comes in ten minutes.	quotidien
J'ai raté mon bus.	I missed my bus.	quotidien
Je crois que je me suis perdu.	I think I'm lost.	quotidien
Je ne suis pas d'ici.	I'm not from around here.	quotidien
C'est à environ dix minutes en voiture.	It's about ten minutes by car.	quotidien
On y va plus vite en métro.	It's faster by metro.	quotidien
Prenez le RER jusqu'à Châtelet.	Take the RER to Châtelet.	quotidien
Descendez à la station suivante et changez.	Get off at the next stop and change.	quotidien
Revenez sur vos pas, vous êtes allé trop loin.	Go back, you've gone too far.	quotidien
C'est juste après le rond-point.	It's just after the roundabout.	quotidien
Garez-vous un peu plus loin, s'il vous plaît.	Park a bit further along, please.	quotidien
Je voudrais réserver une table pour deux.	I'd like to book a table for two.	quotidien
On a réservé au nom de Martin.	We have a reservation under the name Martin.	quotidien
On est quatre personnes.	There are four of us.	quotidien
On va prendre le menu à vingt euros.	We'll take the twenty-euro set menu.	quotidien
Je prends une entrée et un plat.	I'll have a starter and a main.	quotidien
Pour moi, ce sera le poulet rôti.	For me, it'll be the roast chicken.	quotidien
Je vais prendre le poisson.	I'll have the fish.	quotidien
La même chose pour moi.	The same for me.	quotidien
On va commencer par les boissons.	We'll start with the drinks.	quotidien
On a besoin d'encore quelques minutes.	We need a few more minutes.	quotidien
À point, s'il vous plaît.	Medium, please.	quotidien
Un café, s'il vous plaît.	A coffee, please.	quotidien
Un café crème, s'il vous plaît.	A coffee with milk, please.	quotidien
Un déca pour moi.	A decaf for me.	quotidien
Un verre de vin rouge, s'il vous plaît.	A glass of red wine, please.	quotidien
On va prendre une bouteille de blanc.	We'll have a bottle of white.	quotidien
Une carafe d'eau, s'il vous plaît.	A carafe of water, please.	quotidien
Encore un verre d'eau, s'il vous plaît.	Another glass of water, please.	quotidien
Une pression, s'il vous plaît.	A draft beer, please.	quotidien
Un jus d'orange, s'il vous plaît.	An orange juice, please.	quotidien
Ce n'est pas ce que j'avais commandé.	This isn't what I ordered.	quotidien
Je suis allergique aux fruits de mer.	I'm allergic to seafood.	quotidien
Je suis allergique aux arachides.	I'm allergic to peanuts.	quotidien
Je suis intolérant au gluten.	I'm gluten intolerant.	quotidien
Je suis végétarien.	I'm vegetarian.	quotidien
Je suis végétarienne.	I'm vegetarian.	quotidien
Je suis végétalien.	I'm vegan.	quotidien
Je ne mange pas de porc.	I don't eat pork.	quotidien
Il manque une fourchette.	A fork is missing.	quotidien
Un peu plus de pain, s'il vous plaît.	A bit more bread, please.	quotidien
Je vais prendre un café gourmand.	I'll have a coffee with mini desserts.	quotidien
Rien pour moi, merci.	Nothing for me, thank you.	quotidien
Gardez la monnaie.	Keep the change.	quotidien
Je regarde, merci.	I'm just looking, thanks.	quotidien
Je jette juste un coup d'œil.	I'm just having a look.	quotidien
Je cherche un cadeau pour ma mère.	I'm looking for a gift for my mother.	quotidien
Je cherche une veste pour l'hiver.	I'm looking for a jacket for winter.	quotidien
Je fais du 40.	I'm a size 40.	quotidien
Je chausse du 42.	I take a size 42 in shoes.	quotidien
C'est un peu trop grand pour moi.	It's a bit too big for me.	quotidien
C'est un peu trop serré.	It's a bit too tight.	quotidien
C'est trop court.	It's too short.	quotidien
Ça me va bien, je trouve.	I think it fits me well.	quotidien
Les cabines sont au fond du magasin.	The fitting rooms are at the back of the shop.	quotidien
Je vais réfléchir, merci.	I'll think about it, thanks.	quotidien
Je vais le prendre.	I'll take it.	quotidien
Je vais prendre celui-là.	I'll take that one.	quotidien
Je vais prendre les deux.	I'll take both.	quotidien
Désolé, on n'en a plus.	Sorry, we're out of it.	quotidien
On va bientôt être réapprovisionnés.	We'll be restocked soon.	quotidien
C'est à moitié prix.	It's half price.	quotidien
Il y a une réduction sur la deuxième pièce.	There's a discount on the second item.	quotidien
Ça revient un peu cher pour moi.	That works out a bit expensive for me.	quotidien
C'est au-dessus de mon budget.	It's over my budget.	quotidien
Je cherche quelque chose dans la même gamme de prix.	I'm looking for something in the same price range.	quotidien
Je vais payer, s'il vous plaît.	I'd like to pay, please.	quotidien
Je vais payer en liquide.	I'll pay in cash.	quotidien
Je n'ai pas de monnaie, désolé.	I don't have any change, sorry.	quotidien
Votre carte est refusée.	Your card has been declined.	quotidien
Tapez votre code, s'il vous plaît.	Enter your PIN, please.	quotidien
Je voudrais me faire rembourser.	I'd like a refund.	quotidien
Il faut garder le ticket pour l'échange.	You need to keep the receipt for an exchange.	quotidien
On peut rapporter sous trente jours.	You can return it within thirty days.	quotidien
Ça doit être avec l'étiquette.	It has to have the tag on.	quotidien
La caisse est tout droit, au fond.	The till is straight ahead, at the back.	quotidien
Il y a la queue à la caisse.	There's a queue at the till.	quotidien
On ouvre à dix heures.	We open at ten.	quotidien
Ce sera tout, merci.	That'll be all, thanks.	quotidien
Je voudrais réserver une chambre pour deux personnes.	I'd like to book a room for two people.	quotidien
C'est pour trois nuits.	It's for three nights.	quotidien
Le petit-déjeuner est servi jusqu'à dix heures.	Breakfast is served until ten o'clock.	quotidien
La clé, s'il vous plaît.	The key, please.	quotidien
Voici votre clé.	Here is your key.	quotidien
Le départ se fait avant midi.	Check-out is before noon.	quotidien
Je préférerais une chambre au calme.	I'd prefer a quiet room.	quotidien
Le wifi est gratuit dans tout l'hôtel.	The wifi is free throughout the hotel.	quotidien
La climatisation ne fonctionne pas.	The air conditioning isn't working.	quotidien
Je voudrais prolonger mon séjour d'une nuit.	I'd like to extend my stay by one night.	quotidien
Je crois qu'il y a une erreur sur la facture.	I think there's a mistake on the bill.	quotidien
La chambre n'a pas été nettoyée.	The room hasn't been cleaned.	quotidien
Il n'y a plus de papier toilette.	There's no more toilet paper.	quotidien
Je voudrais réserver pour deux adultes et un enfant.	I'd like to book for two adults and one child.	quotidien
Je voudrais le service en chambre, s'il vous plaît.	I'd like room service, please.	quotidien
La douche est en panne.	The shower is broken.	quotidien
Je dois enregistrer mes bagages.	I need to check in my luggage.	quotidien
Mon vol a du retard.	My flight is delayed.	quotidien
J'ai perdu mon passeport.	I've lost my passport.	quotidien
J'ai perdu ma valise.	I've lost my suitcase.	quotidien
Ma valise n'est pas arrivée.	My suitcase hasn't arrived.	quotidien
Je n'ai rien à déclarer.	I have nothing to declare.	quotidien
Voici mon passeport et mon billet.	Here's my passport and my ticket.	quotidien
Je suis ici en vacances.	I'm here on vacation.	quotidien
Je reste une semaine.	I'm staying for a week.	quotidien
J'ai raté ma correspondance.	I missed my connection.	quotidien
Mon bagage dépasse le poids autorisé.	My bag is over the weight limit.	quotidien
Je voudrais une chambre non-fumeur.	I'd like a non-smoking room.	quotidien
Je voudrais annuler ma réservation.	I'd like to cancel my reservation.	quotidien
On est mardi.	It's Tuesday.	quotidien
Aujourd'hui, c'est lundi.	Today is Monday.	quotidien
On est le 21 juin.	It's June 21st.	quotidien
Il est midi.	It's noon.	quotidien
Il est minuit.	It's midnight.	quotidien
Il est presque midi.	It's almost noon.	quotidien
Il est deux heures et demie.	It's half past two.	quotidien
Il est huit heures du matin.	It's eight in the morning.	quotidien
Il est six heures du soir.	It's six in the evening.	quotidien
Il est tard.	It's late.	quotidien
Il se fait tard.	It's getting late.	quotidien
Il est encore tôt.	It's still early.	quotidien
On a le temps.	We have time.	quotidien
On n'a pas beaucoup de temps.	We don't have much time.	quotidien
Je suis en retard.	I'm late.	quotidien
Je suis en avance.	I'm early.	quotidien
On est pile à l'heure.	We're right on time.	quotidien
Dépêchons-nous, on va être en retard.	Let's hurry, we'll be late.	quotidien
Je te dis ça demain.	I'll let you know tomorrow.	quotidien
Dans cinq minutes.	In five minutes.	quotidien
Je reviens dans deux minutes.	I'll be back in two minutes.	quotidien
J'arrive dans un quart d'heure.	I'll be there in fifteen minutes.	quotidien
On part dans une heure.	We're leaving in an hour.	quotidien
Ça fait une heure que j'attends.	I've been waiting for an hour.	quotidien
La semaine prochaine, je suis en vacances.	Next week, I'm on holiday.	quotidien
Le mois prochain, je déménage.	Next month, I'm moving.	quotidien
L'année prochaine, je change de travail.	Next year, I'm changing jobs.	quotidien
La semaine dernière, j'étais malade.	Last week, I was sick.	quotidien
Le week-end dernier, on est sortis.	Last weekend, we went out.	quotidien
Avant-hier, il faisait beau.	The day before yesterday, it was nice.	quotidien
Après-demain, je suis libre.	The day after tomorrow, I'm free.	quotidien
Demain matin, j'ai un rendez-vous.	Tomorrow morning, I have an appointment.	quotidien
Ce matin, je me suis levé tôt.	This morning, I got up early.	quotidien
Cet après-midi, je travaille.	This afternoon, I'm working.	quotidien
En ce moment, je suis très occupé.	Right now, I'm very busy.	quotidien
Tous les jours, je prends le bus.	Every day, I take the bus.	quotidien
Une fois par semaine, je fais du sport.	Once a week, I do sports.	quotidien
Je suis libre vendredi après-midi.	I'm free Friday afternoon.	quotidien
Je suis disponible toute la journée.	I'm available all day.	quotidien
Désolé, je ne suis pas libre ce jour-là.	Sorry, I'm not free that day.	quotidien
Ça tombe mal, j'ai déjà quelque chose.	Bad timing, I already have something.	quotidien
Il fait beau aujourd'hui.	It's nice out today.	quotidien
Il fait du soleil.	It's sunny.	quotidien
Il fait gris.	It's grey out.	quotidien
Il pleut.	It's raining.	quotidien
Il pleut des cordes.	It's pouring.	quotidien
Il neige.	It's snowing.	quotidien
Il y a du vent.	It's windy.	quotidien
Il y a du brouillard.	It's foggy.	quotidien
Il fait froid.	It's cold.	quotidien
Il fait chaud.	It's hot.	quotidien
Il fait un froid de canard.	It's freezing cold.	quotidien
On crève de chaud.	We're roasting.	quotidien
Il fait doux aujourd'hui.	It's mild today.	quotidien
Le ciel est couvert.	The sky is overcast.	quotidien
On annonce de la pluie pour demain.	They're forecasting rain for tomorrow.	quotidien
Prends un parapluie, il va pleuvoir.	Take an umbrella, it's going to rain.	quotidien
Couvre-toi, il fait froid dehors.	Bundle up, it's cold outside.	quotidien
J'espère qu'il fera beau ce week-end.	I hope the weather's nice this weekend.	quotidien
Le temps change tout le temps.	The weather keeps changing.	quotidien
On dirait qu'il va pleuvoir.	It looks like it's going to rain.	quotidien
Il commence à faire nuit.	It's starting to get dark.	quotidien
Les journées rallongent.	The days are getting longer.	quotidien
J'ai mal à la tête.	I have a headache.	quotidien
Je ne me sens pas bien.	I don't feel well.	quotidien
Appelez un médecin !	Call a doctor!	quotidien
Appelez une ambulance !	Call an ambulance!	quotidien
J'ai besoin d'un médecin.	I need a doctor.	quotidien
Ça fait mal ici.	It hurts here.	quotidien
Je suis malade.	I'm sick.	quotidien
J'ai de la fièvre.	I have a fever.	quotidien
J'ai mal au ventre.	I have a stomachache.	quotidien
J'ai mal à la gorge.	I have a sore throat.	quotidien
J'ai mal au dos.	My back hurts.	quotidien
J'ai mal aux dents.	I have a toothache.	quotidien
J'ai mal partout.	I hurt everywhere.	quotidien
Je me suis blessé.	I hurt myself.	quotidien
Je me suis fait mal.	I've hurt myself.	quotidien
Je suis tombé.	I fell down.	quotidien
Je saigne.	I'm bleeding.	quotidien
J'ai du mal à respirer.	I'm having trouble breathing.	quotidien
J'ai la nausée.	I feel nauseous.	quotidien
J'ai envie de vomir.	I feel like throwing up.	quotidien
J'ai des vertiges.	I feel dizzy.	quotidien
Je me sens faible.	I feel weak.	quotidien
J'ai froid.	I'm cold.	quotidien
J'ai chaud.	I'm hot.	quotidien
Je tousse beaucoup.	I'm coughing a lot.	quotidien
J'ai un rhume.	I have a cold.	quotidien
J'ai la grippe.	I have the flu.	quotidien
Appelez les urgences !	Call emergency services!	quotidien
Appelez le quinze !	Call 15! (ambulance)	quotidien
Appelez la police !	Call the police!	quotidien
Il y a eu un accident.	There's been an accident.	quotidien
Quelqu'un est blessé.	Someone is hurt.	quotidien
Vite, c'est grave !	Quick, it's serious!	quotidien
Il me faut une ambulance.	I need an ambulance.	quotidien
Je dois voir un médecin.	I need to see a doctor.	quotidien
J'ai besoin d'aide.	I need help.	quotidien
Restez avec moi.	Stay with me.	quotidien
Ne bougez pas.	Don't move.	quotidien
Respirez lentement.	Breathe slowly.	quotidien
Je suis allergique aux antibiotiques.	I'm allergic to antibiotics.	quotidien
Je suis allergique à la pénicilline.	I'm allergic to penicillin.	quotidien
Je suis diabétique.	I'm diabetic.	quotidien
Je suis enceinte.	I'm pregnant.	quotidien
Je prends des médicaments.	I'm taking medication.	quotidien
J'ai oublié mes médicaments.	I forgot my medication.	quotidien
Il me faut une ordonnance.	I need a prescription.	quotidien
Je me sens mieux.	I feel better.	quotidien
Je ne vais pas bien du tout.	I'm not well at all.	quotidien
J'ai très mal.	I'm in a lot of pain.	quotidien
La douleur est ici.	The pain is here.	quotidien
J'ai une coupure.	I have a cut.	quotidien
Je me suis brûlé.	I burned myself.	quotidien
Je me suis cassé le bras.	I broke my arm.	quotidien
Je me suis tordu la cheville.	I twisted my ankle.	quotidien
J'ai mal à la jambe.	My leg hurts.	quotidien
J'ai mal au cœur.	I feel queasy.	quotidien
J'ai mal aux yeux.	My eyes hurt.	quotidien
J'ai mal à l'oreille.	I have an earache.	quotidien
Je n'arrive pas à dormir.	I can't sleep.	quotidien
Je crois que c'est cassé.	I think it's broken.	quotidien
J'ai perdu connaissance.	I passed out.	quotidien
Je dois aller à l'hôpital.	I need to go to the hospital.	quotidien
J'ai très froid	I'm very cold	quotidien
J'ai un peu froid	I'm a little cold	quotidien
J'ai trop chaud	I'm too hot	quotidien
On a chaud ici	It's hot in here	quotidien
J'ai un petit creux	I'm a bit peckish	quotidien
Je meurs de faim	I'm starving	quotidien
Je suis affamé	I'm famished	quotidien
J'ai la dalle	I'm starving	quotidien
J'ai vraiment soif	I'm really thirsty	quotidien
Je meurs de soif	I'm dying of thirst	quotidien
Je préfère le thé	I prefer tea	quotidien
Je préférerais rester ici	I'd rather stay here	quotidien
Je préférerais ne pas	I'd rather not	quotidien
Je préfère de loin celui-ci	I much prefer this one	quotidien
J'aimerais mieux y aller demain	I'd rather go tomorrow	quotidien
Si j'avais le choix	If I had the choice	quotidien
À choisir, je prends le rouge	If I have to choose, I'll take the red one	quotidien
Je travaille dans un bureau.	I work in an office.	quotidien
Je travaille à la maison aujourd'hui.	I'm working from home today.	quotidien
Je suis en télétravail deux jours par semaine.	I work remotely two days a week.	quotidien
J'ai une réunion à dix heures.	I have a meeting at ten.	quotidien
J'ai une réunion importante cet après-midi.	I have an important meeting this afternoon.	quotidien
On a une réunion là, je vous rappelle.	I'm in a meeting, I'll call you back.	quotidien
Désolé, je suis un peu en retard.	Sorry, I'm a little late.	quotidien
Je vais arriver en retard.	I'm going to be late.	quotidien
Excusez-moi pour le retard.	Sorry for being late.	quotidien
Je commence à neuf heures.	I start at nine.	quotidien
Je finis à dix-sept heures.	I finish at five.	quotidien
Je termine tard ce soir.	I'm finishing late tonight.	quotidien
Je dois y aller.	I have to go.	quotidien
Il faut que j'y aille.	I've got to go.	quotidien
Je vais devoir vous laisser.	I'm going to have to let you go.	quotidien
Je suis occupé en ce moment.	I'm busy right now.	quotidien
Je suis débordé cette semaine.	I'm swamped this week.	quotidien
Je n'ai pas le temps là.	I don't have time right now.	quotidien
Ça ne m'arrange pas aujourd'hui.	Today doesn't work for me.	quotidien
Je te rappelle.	I'll call you back.	quotidien
Je vous rappelle plus tard.	I'll call you back later.	quotidien
Je te rappelle dans cinq minutes.	I'll call you back in five minutes.	quotidien
Je t'envoie un message.	I'll send you a text.	quotidien
Je vous envoie un mail.	I'll send you an email.	quotidien
Je te passe un coup de fil ce soir.	I'll give you a call tonight.	quotidien
Je n'ai pas eu le temps de répondre.	I haven't had time to reply.	quotidien
J'ai un rendez-vous chez le médecin.	I have a doctor's appointment.	quotidien
J'ai pris rendez-vous pour lundi.	I made an appointment for Monday.	quotidien
J'ai rendez-vous à quatorze heures.	I have an appointment at two.	quotidien
Il faut que je prenne rendez-vous.	I need to make an appointment.	quotidien
Je dois faire les courses.	I have to do the shopping.	quotidien
Je dois faire le ménage.	I have to do the housework.	quotidien
Il faut que je fasse la vaisselle.	I need to do the dishes.	quotidien
Je dois faire la lessive.	I have to do the laundry.	quotidien
J'ai plein de choses à faire aujourd'hui.	I have a lot to do today.	quotidien
Je n'ai pas arrêté de la journée.	I've been busy all day.	quotidien
Je suis crevé après le travail.	I'm exhausted after work.	quotidien
Je me lève tôt demain.	I'm getting up early tomorrow.	quotidien
Je dois préparer le dîner.	I have to make dinner.	quotidien
C'est à ton tour de sortir la poubelle.	It's your turn to take out the trash.	quotidien
Je m'en occupe.	I'll take care of it.	quotidien
Je vais voir ce que je peux faire.	I'll see what I can do.	quotidien
J'ai eu une grosse journée.	I had a long day.	quotidien
Je suis débordé de boulot.	I'm swamped with work.	quotidien
Mon patron veut me voir.	My boss wants to see me.	quotidien
J'ai un dossier à rendre pour vendredi.	I have a project due Friday.	quotidien
Je suis en réunion toute la matinée.	I'm in meetings all morning.	quotidien
Je prends ma pause déjeuner.	I'm taking my lunch break.	quotidien
Je vais chercher un café.	I'm going to grab a coffee.	quotidien
Je suis en congé la semaine prochaine.	I'm off next week.	quotidien
J'ai posé un jour de congé.	I took a day off.	quotidien
Je travaille de nuit cette semaine.	I'm working nights this week.	quotidien
C'est délicieux !	It's delicious!	opinions
C'était vraiment très bon.	It was really very good.	opinions
J'ai adoré, merci.	I loved it, thank you.	opinions
C'est un peu trop salé pour moi.	It's a bit too salty for me.	opinions
C'est froid, malheureusement.	It's cold, unfortunately.	opinions
Merci, c'était parfait.	Thank you, it was perfect.	opinions
J'ai passé un excellent séjour.	I had a wonderful stay.	opinions
Tout était parfait, merci.	Everything was perfect, thank you.	opinions
Je suis content	I'm happy	opinions
Je suis contente	I'm happy	opinions
Je suis vraiment heureux	I'm really happy	opinions
Je suis super content	I'm so happy	opinions
Je suis triste	I'm sad	opinions
Je me sens un peu triste	I feel a bit sad	opinions
Je suis crevé	I'm exhausted	opinions
Je suis épuisé	I'm worn out	opinions
Je tombe de sommeil	I'm falling asleep on my feet	opinions
J'ai sommeil	I'm sleepy	opinions
Je suis mort de fatigue	I'm dead tired	opinions
J'ai peur	I'm scared	opinions
J'ai un peu peur	I'm a little scared	opinions
Ça me fait peur	That scares me	opinions
Je suis terrifié	I'm terrified	opinions
Je suis pressé	I'm in a hurry	opinions
Je suis pressée	I'm in a hurry	opinions
On est pressés	We're in a hurry	opinions
Je m'ennuie	I'm bored	opinions
Je m'ennuie à mourir	I'm bored to death	opinions
C'est ennuyeux	It's boring	opinions
Je suis inquiet	I'm worried	opinions
Je suis inquiète	I'm worried	opinions
Je me fais du souci	I'm worrying	opinions
Ça m'inquiète	That worries me	opinions
Je suis en colère	I'm angry	opinions
Je suis énervé	I'm annoyed	opinions
Ça m'énerve	That annoys me	opinions
Ça m'agace	That irritates me	opinions
Je suis furieux	I'm furious	opinions
Je suis fier de toi	I'm proud of you	opinions
Je suis fière de toi	I'm proud of you	opinions
Je suis fier de moi	I'm proud of myself	opinions
Je suis vraiment fier	I'm really proud	opinions
Ça me rend heureux	That makes me happy	opinions
Ça me fait plaisir	That makes me happy	opinions
Ça me fait du bien	That feels good	opinions
Je me sens bien	I feel great	opinions
Je me sens super bien	I feel really good	opinions
Je me sens mal	I feel bad	opinions
Je n'en peux plus	I can't take it anymore	opinions
J'en ai marre	I'm fed up	opinions
J'en ai ras-le-bol	I've had enough	opinions
Je suis à bout	I'm at the end of my rope	opinions
Je suis soulagé	I'm relieved	opinions
Je suis tellement soulagé	I'm so relieved	opinions
Je suis stressé	I'm stressed	opinions
Je suis hyper stressé	I'm super stressed	opinions
Ça me stresse	That stresses me out	opinions
Je suis nerveux	I'm nervous	opinions
Je suis déçu	I'm disappointed	opinions
Je suis un peu déçu	I'm a little disappointed	opinions
Je suis surpris	I'm surprised	opinions
Je suis étonné	I'm astonished	opinions
Je suis gêné	I'm embarrassed	opinions
J'ai honte	I'm ashamed	opinions
Je suis jaloux	I'm jealous	opinions
Je suis ému	I'm moved	opinions
Ça me touche	That touches me	opinions
Je suis perplexe	I'm puzzled	opinions
Je suis calme	I'm calm	opinions
Je suis détendu	I'm relaxed	opinions
Je suis de bonne humeur	I'm in a good mood	opinions
Je suis de mauvaise humeur	I'm in a bad mood	opinions
Je suis à plat	I'm wiped out	opinions
Je n'ai pas le moral	I'm feeling down	opinions
J'ai le cafard	I've got the blues	opinions
Je suis dégoûté	I'm disgusted	opinions
Ça me dégoûte	That disgusts me	opinions
Je suis excité	I'm excited	opinions
J'ai hâte	I can't wait	opinions
Je suis impatient	I'm impatient	opinions
Je suis rassuré	I feel reassured	opinions
Je me sens seul	I feel lonely	opinions
Je suis bien dans ma peau	I feel comfortable in my own skin	opinions
À mon avis	In my opinion	opinions
Je trouve que c'est une bonne idée	I think it's a good idea	opinions
Tu as raison	You're right	opinions
Vous avez raison	You're right	opinions
Tu as tout à fait raison	You're absolutely right	opinions
C'est vrai	That's true	opinions
C'est tout à fait vrai	That's completely true	opinions
Je suis pas sûr	I'm not sure	opinions
Je ne suis pas sûr	I'm not sure	opinions
Je n'en suis pas certain	I'm not certain about it	opinions
Ça dépend	It depends	opinions
Ça dépend des fois	It depends	opinions
C'est comme tu veux	It's up to you	opinions
C'est comme vous voulez	It's up to you	opinions
Comme tu veux	Whatever you want	opinions
Exactement	Exactly	opinions
Tout à fait	Absolutely	opinions
Absolument pas	Absolutely not	opinions
Pas du tout	Not at all	opinions
Je ne pense pas	I don't think so	opinions
Je ne crois pas	I don't think so	opinions
Je pense que oui	I think so	opinions
Je crois que oui	I think so	opinions
Personnellement	Personally	opinions
Selon moi	According to me	opinions
D'après moi	In my view	opinions
Pour ma part	As for me	opinions
Je suis plutôt d'accord	I rather agree	opinions
Je suis entièrement d'accord	I totally agree	opinions
Je suis tout à fait d'accord	I completely agree	opinions
Je ne suis pas du tout d'accord	I don't agree at all	opinions
Là je ne suis pas d'accord	There I disagree	opinions
C'est faux	That's false	opinions
Ce n'est pas vrai	That's not true	opinions
Je ne suis pas convaincu	I'm not convinced	opinions
Ça se discute	That's debatable	opinions
On peut en discuter	We can discuss it	opinions
Effectivement	Indeed	opinions
En effet	Indeed	opinions
Bien sûr que oui	Of course yes	opinions
Bien sûr que non	Of course not	opinions
Évidemment	Obviously	opinions
C'est clair	For sure	opinions
Carrément	Totally	opinions
Ça me va	That works for me	opinions
Ça m'est égal	I don't mind either way	opinions
Peu importe	It doesn't matter	opinions
Je m'en fiche	I don't care	opinions
Franchement, je ne sais pas	Honestly, I don't know	opinions
Je n'en sais rien	I have no idea	opinions
J'avoue	True, I admit	opinions
C'est possible	That's possible	opinions
Peut-être bien	Maybe so	opinions
Je dirais que oui	I'd say yes	opinions
Je ne dirais pas ça	I wouldn't say that	opinions
Ce n'est pas mon avis	That's not my opinion	opinions
Je vois les choses autrement	I see things differently	opinions
Je suis du même avis	I'm of the same opinion	opinions
On est d'accord	We agree	opinions
Là tu marques un point	You've got a point there	opinions
C'est un bon point	That's a good point	opinions
Ça dépend du contexte	It depends on the context	opinions
Ça dépend de toi	It's up to you	opinions
C'est toi qui vois	It's your call	opinions
Comme bon te semble	As you see fit	opinions
Je n'ai pas d'avis là-dessus	I have no opinion on that	opinions
Tout dépend	It all depends	opinions
